카테고리,카테고리명,검색어,기사제목,언론사,정규언론사,게시일,RSS게시일,RSS요약,본문전문,본문글자수,본문추출방식,본문품질점수,본문품질사유,중요도점수,본문사용가능,본문정제적용,원래RSS링크,링크,랭킹점수,사건태그,사건단계,원문날짜,원문날짜출처,날짜검증결과,날짜후보수,대표선택점수,개인정보보안사건키,개인정보보안대표보너스,전역사건키,전역사건기본키,전역사건대표보너스,이슈패밀리,정책규제의무,자사홍보성,제외단계,v20_issue_id,v20_issue_group,수집검색어,수집원카테고리,수집JSON카테고리,Gemini판단카테고리,최종카테고리,최종카테고리명,링크상태,링크검증사유,본문정합성,v20_issue_family,v20_internal_category,v20_issue_score,v21_self_tier,v21_gov_tier,v21_competitor_tier,v21_competitor_scope,Gemini카테고리,Gemini내부카테고리,Gemini이슈유형,Gemini이슈그룹,Gemini중복그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,Gemini판단사유,Gemini선정사유,선정단계,v25한국정부국회근거,선정순서,본문상태,최종카테고리검증결과,v24대표기사정합성,최종카테고리재배치
자사_및_계열사_이슈,자사 및 계열사 이슈,카카오,"'모두의 AI' 경쟁 본격화…카카오·통신3사 참여, 네이버 불참",연합뉴스,연합뉴스,"Tue, 18 Aug 2026 07:39:25 GMT","Tue, 18 Aug 2026 07:39:25 GMT","'모두의 AI' 경쟁 본격화…카카오·통신3사 참여, 네이버 불참 연합뉴스","KT는 업스테이지·모티프와 컨소시엄…국산 AI 모델 경쟁 국민 무료 AI·공공 에이전트 구축…이달 2~3곳 선정 (서울=연합뉴스) 권하영 기자 = 국민 누구나 무료로 쓸 수 있는 인공지능(AI) 챗봇과 공공 AI 에이전트를 만드는 '모두의 AI' 사업의 참여 구도가 윤곽을 드러내고 있다. 18일 업계에 따르면 이날 오후 5시 접수가 마감되는 모두의 AI 사업에 카카오[035720], SK텔레콤[017670], KT[030200], LG유플러스[032640] 등이 각각 컨소시엄을 구성해 공모에 나섰다. 모두의 AI는 비용·이용량 제한 없이 국민 누구나 쓸 수 있는 AI 챗봇과 공공 AI 에이전트 개발을 목표로 한다. 참여 기업은 독자 AI 파운데이션 모델(독파모) 기준에 부합하는 국산 AI 모델을 50% 이상, 자사 모델이 아닌 다른 국내 기업 모델도 30% 이상 활용해야 한다. 이번 사업 공모에서 KT는 업스테이지, 모티프테크놀로지스 등 독파모 1·2차 단계평가 경험이 있는 기업들과 컨소시엄을 구성했다. 자사 AI 모델 '믿:음'에 업스테이지 '솔라', 모티프테크놀로지스 '모티프' 등이 합류해 모델 경쟁력에서 우위를 노린다. 반면 독파모 상위권에 이름을 올렸던 네이버클라우드와 네이버는 이번 사업에 참여하지 않는다. 네이버클라우드 관계자는 ""다른 진행 중인 사업에 더 집중하기 위해 참여하지 않기로 결정했다""고 밝혔다. 앞서 참여를 공식화한 업체들도 컨소시엄 구성을 마무리한 것으로 파악된다. 독파모 2차 단계평가를 통과한 'A.X K2' 모델을 앞세운 SK텔레콤은 AI 풀스택 기업 엘리스그룹, AI 검색·에이전트 기업 라이너 등 SK그룹 계열 AI 기업들을 중심으로 컨소시엄을 꾸렸다. 카카오는 아직 세부 컨소시엄 구성 현황이 드러나지 않았다. 다만 앞서 참여를 공식화하며 ""국민 누구나 장벽 없이 누릴 수 있는 생활 밀착형 AI 서비스를 구현하겠다""는 입장을 밝힌 바 있다. LG유플러스는 LG AI연구원과 '원LG(One LG)' 협업 체계를 기반으로 AI 모델부터 서비스, 플랫폼 운영까지 그룹 역량을 결집한다는 구상이다. 이 밖에 이스트소프트[047560]는 메가존, 와이즈넛[096250], 폴라리스오피스[041020], 슈어소프트테크[298830] 등과 컨소시엄을 꾸렸다. '알약'과 AI 휴먼 등 AI 서비스 경험을 바탕으로 시스템·인프라·보안 기업들과 함께 안정적인 서비스 제공에 방점을 뒀다. 과학기술정보통신부는 서면평가와 발표평가를 거쳐 이달 중 사업자 2~3곳을 선정할 계획이다. 선정된 컨소시엄은 9월 베타 서비스를 거쳐 연내 정식 서비스 출시를 준비하게 된다. 2026/08/18 16:39 송고 2026년08월18일 16시39분 송고 황정민, '사생활 폭로자 손배소' 강제조정에 불복…정식 재판행 환경미화원 3명 새벽 청소 나섰다 참변…청소차·덤프트럭 충돌 '당근알바' 주의보…방문 메이크업 알바생 성폭행한 남성 입건 '이런 엿같은 사랑', 하영 증조부 논란 속 넷플 비영어쇼 1위 시외버스 수하물로 마약 전국 유통…판매·공급·투약 10명 검거 튜브·고무보트 타고 물놀이하다 바다로 표류…일가족 4명 구조 다이애나빈 남동생, '나의 누나' 책 낸다…""진실 들려줄 것"" 20만명 넘는 복수국적자…복수국적 포기 안해도 군 복무 가능 1 / 2 [영상] '중국판 스타링크' 속도 낸다…24번째 저궤도 위성군 발사 성공 [영상] ""美, 괌에 패트리엇 대대 신설""…사드·인듀어링 실드 '촘촘' [영상] 하늘에 뜬 수상한 비행기…끊이지 않는 트럼프 암살 위협 ""美, 패트리엇 대대 10월 신설""…왜 괌일까 대만, 中 군사 압박에 자율 '수중드론' 도입 추진 황정민, '사생활 폭로자 손배소' 강제조정에 불복…정식 재판행 환경미화원 3명 새벽 청소 나섰다 참변…청소차·덤프트럭 충돌 '당근알바' 주의보…방문 메이크업 알바생 성폭행한 남성 입건 '이런 엿같은 사랑', 하영 증조부 논란 속 넷플 비영어쇼 1위 시외버스 수하물로 마약 전국 유통…판매·공급·투약 10명 검거 튜브·고무보트 타고 물놀이하다 바다로 표류…일가족 4명 구조 다이애나빈 남동생, '나의 누나' 책 낸다…""진실 들려줄 것"" 20만명 넘는 복수국적자…복수국적 포기 안해도 군 복무 가능 1 / 2 황정민, '사생활 폭로자 손배소' 강제조정에 불복…정식 재판행 환경미화원 3명 새벽 청소 나섰다 참변…청소차·덤프트럭 충돌 '당근알바' 주의보…방문 메이크업 알바생 성폭행한 남성 입건 '이런 엿같은 사랑', 하영 증조부 논란 속 넷플 비영어쇼 1위 시외버스 수하물로 마약 전국 유통…판매·공급·투약 10명 검거 튜브·고무보트 타고 물놀이하다 바다로 표류…일가족 4명 구조 다이애나빈 남동생, '나의 누나' 책 낸다…""진실 들려줄 것"" 20만명 넘는 복수국적자…복수국적 포기 안해도 군 복무 가능 [영상] '중국판 스타링크' 속도 낸다…24번째 저궤도 위성군 발사 성공 [영상] ""美, 괌에 패트리엇 대대 신설""…사드·인듀어링 실드 '촘촘' [영상] 하늘에 뜬 수상한 비행기…끊이지 않는 트럼프 암살 위협 [영상] '중국판 스타링크' 속도 낸다…24번째 저궤도 위성군 발사 성공 [영상] ""美, 괌에 패트리엇 대대 신설""…사드·인듀어링 실드 '촘촘' [영상] 하늘에 뜬 수상한 비행기…끊이지 않는 트럼프 암살 위협 ""美, 패트리엇 대대 10월 신설""…왜 괌일까 대만, 中 군사 압박에 자율 '수중드론' 도입 추진 ""美, 패트리엇 대대 10월 신설""…왜 괌일까 대만, 中 군사 압박에 자율 '수중드론' 도입 추진",2689,bs4_selector,-35.0,private_kakaotalk_or_entertainment_noise,-96.5,False,False,https://news.google.com/rss/articles/CBMiYEFVX3lxTE01ZVVYc0M0WTlGODlIbnFPWm1SMVE3eGt5ZldKQ3VoYlRGS1VyZHhLeWl1NFBvYVRJeng4QnVabk83a2FIS0JObG9WLVdpUUxOdzBOcjg5VEFKU3Y4ek9jd9IBYEFVX3lxTE01ZVVYc0M0WTlGODlIbnFPWm1SMVE3eGt5ZldKQ3VoYlRGS1VyZHhLeWl1NFBvYVRJeng4QnVabk83a2FIS0JObG9WLVdpUUxOdzBOcjg5VEFKU3Y4ek9jdw?oc=5,https://www.yna.co.kr/amp/view/AKR20260818139300017,75.8,"ai_agent,ai_infrastructure_security,earnings,financial_performance,government_ai,labor_dispute,legal_regulatory_enforcement,market_power_platform,phishing_security,platform_obligation,privacy_security_reliability,search_ads,strategy_mna_governance",labor_general,2026-08-18,json_ld:datePublished,original_date_recent,9.0,-31.05,,23.0,global_incident:platform_regulation:kakao:platform_content_moderation_obligation:announcement,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,32.0,self:platform_obligation,Y,,issue_representative_attempt,I015,self_strategic_reference:모두의 ai 경쟁 본격화 카카오 통신3사 참여 네이버 불참,카카오,자사 및 계열사 이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사_및_계열사_이슈,자사 및 계열사 이슈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정부_국회,정부/국회,SKT,국가대표 AI LG·SKT·업스테이지 3파전…엔비디아 GPU 지원,JTBC,JTBC,"Tue, 18 Aug 2026 02:06:00 GMT","Tue, 18 Aug 2026 02:06:00 GMT",국가대표 AI LG·SKT·업스테이지 3파전…엔비디아 GPU 지원 JTBC,JTBC NEWS 중앙그룹 브랜드 제보 알림함 보기 마이페이지 검색 전체 메뉴 이슈 맨 위로,51,trafilatura,-14.0,too_short,-28.0,False,False,https://news.google.com/rss/articles/CBMiVEFVX3lxTE0xcXQ0ckhoWUNQQjBIZkxLU1ptWk1jWjdSSklNZmxzbGtSUUVKeEpmOXRjSDJVdjg1UzhicXB0VFUyRUQ0TUdMbGFIX3drTTFBbUF6dQ?oc=5,https://news.jtbc.co.kr/article/NB12313803,357.5,"ai_infrastructure_security,aidc_datacenter,search_ads",aidc_gpu_npu,2026-08-18,json_ld:datePublished,original_date_recent,3.0,-29.2,,7.0,global_incident:leadership_service:skt:leadership_service:general,global_incident:leadership_service:skt:leadership_service,0.0,,,,issue_representative_attempt,I004,국가 AI 인프라/AIDC/GPU 정책,SKT,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,정부_국회,정부/국회,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정부_국회,정부/국회,공정거래위원회,[공정위] ‘다비치안경체인’의 가맹사업법 위반행위 제재 : 네이버 블로그,Naver Blog,,"Tue, 18 Aug 2026 14:12:36 GMT",,[공정위] ‘다비치안경체인’의 가맹사업법 위반행위 제재 : 네이버 블로그 Naver Blog,,0,domain_filter,-100.0,excluded_final_domain:blog.naver.com,0.0,False,,https://news.google.com/rss/articles/CBMijgFBVV95cUxNQ1BscEtUOWpTaEVZZUlmX1pOWW5ObFppRkp5NHpsOFYtMGtHeVExcnlzVVFpTS1xMFRrdC1qMTBobHUwdVhIQnRZeE90NGdVWFFuekI5SjE1bEp0ZHNvX3dIbGk2VHB1bHBLNTFQbThVNlNKcjZmV0hjVXp0bFRVVGxQSDM1eVo5LVRnZmpR?oc=5,https://blog.naver.com/PostView.naver?blogId=adevent&logNo=224382008449&redirect=Dlog,,platform_obligation,,,,not_checked_domain_filtered,,,,14.0,global_incident:platform_regulation:naver:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:naver:platform_operator_obligation,56.0,government:platform_obligation,Y,,issue_representative_attempt,I017,global_incident:platform_regulation:naver:platform_operator_obligation,공정거래위원회,정부/국회,정부_국회,경쟁사_해외이슈,정부_국회,정부/국회,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정부_국회,정부/국회,네이버,"""배달비·위약금 기준 명확해야"" 외식업계, 청년피자 제재에 계약 관리 강조 [ 신아일보 강동완 기자 ]",Naver Blog,,"Tue, 18 Aug 2026 06:37:30 GMT",,"""배달비·위약금 기준 명확해야"" 외식업계, 청년피자 제재에 계약 관리 강조 [ 신아일보 강동완 기자 ] Naver Blog",,0,domain_filter,-100.0,excluded_final_domain:blog.naver.com,0.0,False,,https://news.google.com/rss/articles/CBMijgFBVV95cUxQQTAtMHFnazN3Qmk4Qi1HajhjQmdaekdhMEliUUhhbVVzZkNDdUlXZm5nb21BRWg1ZEotWXFnb2EtMG0xbV9vODRaTUg5MktzbEE1TWJvQnR2TFA4VDZZODFzTVI4Ul9OaXMzWWY5OUtXRjVuNkJyVnBxVnJKSkpzN1gya3U5RWhUalZ3NFJR?oc=5,https://blog.naver.com/PostView.naver?blogId=adevent&logNo=224381859422&redirect=Dlog,,platform_obligation,,,,not_checked_domain_filtered,,,,14.0,global_incident:platform_regulation:naver:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:naver:platform_operator_obligation,48.0,government:platform_obligation,Y,,issue_representative_attempt,I017,global_incident:platform_regulation:naver:platform_operator_obligation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,정부_국회,정부/국회,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"[머니네버슬립] 엔비디아, 스페이스X 지분 210억달러 보유 공개 : 네이버 블로그",Naver Blog,,"Tue, 18 Aug 2026 14:11:51 GMT",,"[머니네버슬립] 엔비디아, 스페이스X 지분 210억달러 보유 공개 : 네이버 블로그 Naver Blog",,0,domain_filter,-100.0,excluded_final_domain:blog.naver.com,0.0,False,,https://news.google.com/rss/articles/CBMijwFBVV95cUxQRHl4a3lCWC1lSDdHUmZBT2xGSUhrWnNnd0oxRndpVnlDS3ZGdDNNNG1vbDRrdmpXb2o0MlkwZExiVHRYMmpNT21MYlliYzhjX3N1YUhqZ0hnYk9SY09kNV9QVVg3MXRSUzd5VDBuQl81NlQyVjhJVTBWY3hjRV9ETGxQR0FqbFQzRTc2WXllUQ?oc=5,https://blog.naver.com/PostView.naver?blogId=dealsite&logNo=224381966918&redirect=Dlog,,,,,,not_checked_domain_filtered,,,,0.0,global_incident:mna_capital:naver:mna_capital:announcement,global_incident:mna_capital:naver:mna_capital,0.0,,,,issue_representative_attempt,I006,global_incident:mna_capital:naver:mna_capital,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,,,,,,,,,,,,,,,,,,,,,,,,,,,
