검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[장중수급포착] 카카오페이, 기관 5일 연속 순매수행진... 주가 +2.13%",https://news.google.com/rss/articles/CBMiXEFVX3lxTFBCOFFsc2otT2ZHQlVpNGQ4Y0dLSVctSkZma3RGSEdRcUZkTDR6aS1kNFpIQ3pac0lyY2VtTFRiVUh5YmJwTlREb3M3Z3ZtM2NXM0RlMFhGWHJETnZU?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[장중수급포착] 카카오뱅크, 기관 5일 연속 순매수행진... 주가 +1.89%",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9VQ0d4cm96dGpFYnFfT2lOVXQyR3hseDQ1bVFyazdfbTNnaGlOdnFwSElOX3lBemtYWGNHZ0dHTkRLSmhTbHpnWVVDMDlUSjFpcUVISFpNa2tUbUhn?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"NH투자증권 ""연금 카카오톡 채널 구독자 6만명 돌파""",https://news.google.com/rss/articles/CBMiU0FVX3lxTE81bnhDY2d6dkY5bzE2emFncE9vYmNkeWljM3pzU2xGdE1mY1JQUWxELWsxZ0RQN0ZSeUZTaU5aWDVpWDNkNDNWZmVMdjBlNkV5bFlV?oc=5,네이트,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.90,,,,,,,,,,,,,
카카오,"카카오, 삼성전자와 'AI 민생 프로젝트' 해커톤 개최",https://news.google.com/rss/articles/CBMiakFVX3lxTE5RSEV2U2NfUzRjenA2XzQwZll1WXdnQnhiOWxDZWo0SWhCX1BFNFdNOGRnV0Z1emdULWdhc1VFZDJMc2RGbWFYYXhZT1ZnR19fNVJkeWxRYnVLUTVoSndBUngxeWdqc0RJT2c?oc=5,AI타임스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오-삼성전자 공동 AI 해커톤 개최,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBHWHltYVEzNWxlRFlPLVlNSlJYaHFGclRpU2pvMVZjNERRTGNkaWtfT2R5c2c1N0JxY3pfV2RhTmlBTHBHQmN4bWh3ZkQ1cGR5X09mNXNvMHRxMnN4S1p6NWtiSE53dw?oc=5,디일렉,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오벤처스, LP 전용 소통 플랫폼 ‘KV 파트너스’ 베타 출시",https://news.google.com/rss/articles/CBMiSEFVX3lxTE9HZnlZZk9nODdRNHRISk9lOTNPRElUZTdxaGZHN1VsQmVHMHBrSm55LVlvWGo2aHBsVjIybWI3SFBwM2hQVjAtWg?oc=5,플래텀(Platum),CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 삼성전자와 공동 AI 해커톤 개최",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5qdm9wbUFTTlZJZlU0VnJXdjFvQkRBbXZyZk9vMVZNVnhldDV5MWluV2FuY1BONVhfYnpDcHMwcVBQcEI1LWx2dy1Fa2hUY2c?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오·삼성, 첫 공동 ‘AI 해커톤’ 개최…‘민생 과제 해결’에 팔 걷었다",https://news.google.com/rss/articles/CBMiakFVX3lxTE5CdTNFNUxwODg0X1RBLWpjQVQ5R2ljbzZmcjN5dzRia2ZBX0JPYnFGX1djc1o0d0N1MThwbl9KY3BDOHVfdHd2YmdTZkIwZldDbFBMa0pjVWgzSnMtYm5NdF9zZ2lfRHA3M2fSAW5BVV95cUxNMDYxRWYwSXU3VXZhRV80SUhQNTFhMXBRMWNKVXF0bFl2YkJPUlJKcXgybFhmcXl1VkVTMVQ5ckFod0tjRVd1YmZMX3QzdVA4U3M5OWhRNENYMGs3RHBvejFsd2ttRG16T2JsbDMtQQ?oc=5,뉴시안,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오·삼성전자, AI 인재 양성 위해 손잡았다… 카카오테크 부트캠프-SSAFY 공동 AI 해커톤 개최",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5pdWRHWkFhNkQ3djdUX0VmZDluWjltYl9VUjRDT1ZFWHRoekZpRFpoMkRDRzJCalBWaXJGdHhsNW9Xd0c4Sk9wNmNhSUxQTHVTakhRaWZR?oc=5,kakaocorp.com,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오테크 부트캠프, SSAFY와 공동으로 ‘AI 해커톤’ 개최",https://news.google.com/rss/articles/CBMibkFVX3lxTE5QU0tSV3pzZHcxN2hlVGNGb21MZENLd0tVM2g2YzdDMGY4NnZfZF9Wa1BjbjBCWDNLUG9mMzdLc25DMGhmaWcxWTVCXzBmRUtkaE50N2V2aDRCWUMxSDh0Z25KVGg3QlNKdFBickxB?oc=5,중소기업신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
