검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[단독] 카카오 계열사 투자자들, 회수 통로 막혀 '울상'",https://news.google.com/rss/articles/CBMiWkFVX3lxTE94cDY1LWFXMkRlY2JiSWdHWVNoNzY0dkJoNVo5UnYtVE5KcHhrbzVjb1FyY1VXRkRHV3Mzdk43Q2RaRjkyNlZ1RWgxd0Z1S3l0NDdvT1kyZHY0Zw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"LS證 ""카카오페이, 카카오 가상자산 허브 될 것…목표가 6만1000원""",https://news.google.com/rss/articles/CBMieEFVX3lxTE1SMTFjRmhJTXlkYzhLdEMtMXljYnR2Xzd0QU9nN1B5MkpmeWNVcDloeUp1WmNwQjd5OUlrdm5xc2dqcFY1QXBwNGtzeF90cF96Y21SS1dZTEExa0t1UFhvWFd3U0ZBY1BTRk81SGl2akgyaEhFZzRYStIBeEFVX3lxTE1SMTFjRmhJTXlkYzhLdEMtMXljYnR2Xzd0QU9nN1B5MkpmeWNVcDloeUp1WmNwQjd5OUlrdm5xc2dqcFY1QXBwNGtzeF90cF96Y21SS1dZTEExa0t1UFhvWFd3U0ZBY1BTRk81SGl2akgyaEhFZzRYSg?oc=5,뉴시스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 쉽게 톡채널 친구 모은다 '우리채널 알리기' 출시",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9mTEhWaDlMVWJlU29nTVl5ZGNLbkNqRTZpMHdJdHFhcVQ1TDYxYzNVNjJVQmZxQzNsRnlWVUg4Rmh2ejUyZzZJNDhDWVFaazE2aV9Z?oc=5,네이트,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.87,,,,,,,,,,,,,
카카오,"카뱅도 파업 나서나…사상 최대 실적 뒤 성과급 갈등, 인뱅 첫 파업 분수령",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBObzlQR2RMaDRZOGE1OG1jLWRPRzJyUFU5SDhwZ3Zmd0o2R2pBNEtHQWxPX3BibHFxQ1RpbFRHNXd0cTlKSUFNcDNBaVllUkJ5VlhGdlpn?oc=5,헤럴드경제,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오 주가 상승 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE4ydDY1VWt3VmMzajJuLUhBWURJZ0VzTTJkcERqaURqUHZrNU8yNUx4UkRvcDVwVE1XZWl3VWFqRXpPZ3BqZVZPeTU1RFMzSDNUWXlxMjBNV2NGY1Ja?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,호실적에도 웃지 못하는 네카오…AI 투자 변수는 노사 리스크,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBNU3NPa2U5WG1IQzlCcTM4TmdnTDNuY3NTVUhadk1yTGZLMWlid050MEhXeE1ndlBuZ0VxV3JaTzZwXzAtVzlrWDU3bzlCQjNVY21R?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오게임즈 주가 상승 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1XVVpxRUlLYXRnVWx1R3o1ZUJ0cEZ0N2xqRjRrQXZucE42cG1Pb3BrYWtmS2NUN3EtU3hRQkUtRE9LV1c0UmRSNFgtT05OdGdOSnVsYzF5OHdkYkhQ?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 가격 급등에 “귀리-해바라기씨로 초콜릿 만들자”,https://news.google.com/rss/articles/CBMidkFVX3lxTE9WMDZfNzhTUDl5b0phZGJJbzNxbEZ6NkJoU00tYXZTNWV5N3BNMGg4TTMyV1JNdHhaSXpvQmpjaXpJckxMVTdtaXRlal9IQVZKT0pRc0h0THJtS1pKemFJQ0F3a2FsYXp4VzUzWkRyWHNPdXZPMlHSAWZBVV95cUxQakR5eGl3bXM1cXpsLTVva0JQeDRmRXZTSkszczlWLTRJSzd0YTJKal96LVlMc0hmSDliWmFBWmhiSDBCd3c3SHVlaDhXUU5YcEktYkNmNzIxZThXR0hzbWJtbFQ3R2c?oc=5,동아일보,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,성과보상체계 이견 못 좁힌 카카오뱅크…인뱅 첫 파업 사례될까,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5jRE1uSGdBT01pYWFsSXV4R2NqYVVzeVI1RTdGSEZ1RFNvWEJ0bGtLd21SQlYzWnlKNzUwV0RCaWRpU3RuMXF6QUtrd19QLW1PUWg4NmsyaG1WQ1nSAWBBVV95cUxOVEdyX2NkYnNPXzJKWDJScnhFcGFtaFhDZVlteUV1S2ZBQkNYX0tZZ3g1N3QzendMS2ZJaUQ5RjVpTkNhRGM4ZWQzNkc2WGl6dHpfSUZMQXQ1dzRRamxocGo?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"인뱅 첫 파업 나오나…카카오뱅크 노조, 오는 31일 파업 예고",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9MYnFQd2hoTmZGZnpWWGhidjJPRHhvd1p5bHBjVTM3eTRxMWEtd3hUQ2NHX1NnR0ktYWJDa0RxdEp3d3VrLV9YcXdwdWI1Q1k?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"[단독] 카카오 계열사 투자자들, 회수 통로 막혀 '울상'",https://news.google.com/rss/articles/CBMiWkFVX3lxTE94cDY1LWFXMkRlY2JiSWdHWVNoNzY0dkJoNVo5UnYtVE5KcHhrbzVjb1FyY1VXRkRHV3Mzdk43Q2RaRjkyNlZ1RWgxd0Z1S3l0NDdvT1kyZHY0Zw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 톡채널 친구 모으는 ‘우리채널 알리기’ 출시",https://news.google.com/rss/articles/CBMiWkFVX3lxTE43dDRSVXNfNzNqem1lajNCdHd4ZzhxV1J1VURfOFJLNWpLVWxGQWlyeU1TeFNHUXhMYjN6Vmd0RWZaQTB2U3JoNGlBVG9NVmV5VkdFY2lHc0Jydw?oc=5,브릿지경제,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크 노조, 조합원 과반 확보…""성과 배분 불만 반영""",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBzYW5zZDNhS2x6SXFodThhNlZmRWdpWFVkemlyUV9faFhndUpwYl9nOVRfdXBTMC1Hd05CTW5wQS1rdExVZFdtS3F6ajVTQktKY1Z1dC1vaGJTTnl6dE1KbVlzMmo?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오페이손보, 갤럭시 파손 보장 '최대 5년'…휴대폰보험 개정",https://news.google.com/rss/articles/CBMiTkFVX3lxTE43Rk5paTBnd05HMmZIdGN5WU8ySUEzandFTUNlSkwzMmg3V3c4S21tX09tZm5sSldodGZ6WXhJdVEzdEJhUnViaXVrWVNXdw?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"광주 에스웰요양병원, 카카오톡 채널로 보호자 불안 해소",https://news.google.com/rss/articles/CBMia0FVX3lxTE1oTE5JU25sQ1NwWFVNbktoN1hTbjA5cXhSREcydnFDYU5na2JzSHU3M1MyYVpZSk44NHl6dkh1UHNSMVFJTEtWWU5jbzhuZkRHRl9mTDJZdmZYN2VCXzBwSVkzRjZNNi03b0lV?oc=5,의료&복지뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
