검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[장중수급포착] 카카오페이, 외국인 5일 연속 순매수행진... 주가 +6.20%",https://news.google.com/rss/articles/CBMiXEFVX3lxTE42aTNjSnJQOXNadlhQYS1Ja1FXbkk0SnBXelQwbkYtenluS253ZGtpUzVvMUFELWg3em5jdS1HMmsxQ0s4LUtIdkRDWGlzbzdsVGZ6Sy1Uc01iazRE?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,지배구조 정비한 카카오페이… 수익성·주가는 '숙제',https://news.google.com/rss/articles/CBMidEFVX3lxTE9VNmtFaGd4aXp0ZDBvXzFMNnE5YkdKZVRDZ0lGUjdDUUZpYm1Ldzdkbl9hbUNSYWljcC1pMC10Yk1yMXVoN191a1dhT3E4RWwyWXlremtGaWxmVmlsYkR3dFFMRlJGTTZBc1dBWThub2pidVh10gF0QVVfeXFMT1U2a0VoZ3hpenRkMG9fMUw2cTliR0plVENnSUZSN0NRRmlibUt3N2RuX2FtQ1JhaWNwLWkwLXRiTXIxdWg3X3VrV2FPcThFbDJZeWt6a0ZpbGZWaWxiRHd0UUxGUkZNNkFzV0FZOG5vamJ1WHU?oc=5,IT조선,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"‘SM 주가조작’ 카카오 김범수, 2심 첫 공판···檢 “1심, 증거 다수 누락”",https://news.google.com/rss/articles/CBMidkFVX3lxTE5HcFZDUE1pMGlUR2p1bkZRb2tZZndKUDNTSkxDZE9fWFhzVDVyby1FZ1hKYVdGM0dWWWxJUXRoT0tIcDg2WDdNcmJIaV9tWG9fQXB1UFNvY0tUeFNubThkSGpfTklQN25mZ2tjRS1Uc3VwOTI1VFHSAXZBVV95cUxOR3BWQ1BNaTBpVEdqdW5GUW9rWWZ3SlAzU0pMQ2RPX1hYc1Q1cm8tRWdYSmFXRjNHVllsSVF0aE9LSHA4Nlg3TXJiSGlfbVhvX0FwdVBTb2NLVHhTbm04ZEhqX05JUDduZmdrY0UtVHN1cDkyNVRR?oc=5,시사저널e,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"검찰 “무죄받은 카카오 주가조작 재판, 1심 재판부가 증거 외면”",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9qTl83NFVmVFR6Z1dTSEpDRlZQTk1nTV9McHc0M0VhX2VXR3pHY0hUekUydGhjWWhNeXVQZmVnZjJOTklWMmdaSE9sakxkT1E?oc=5,바이라인네트워크,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,'SM 시세조종 혐의' 카카오 김범수 항소심 첫 공판 출석 |,https://news.google.com/rss/articles/CBMidEFVX3lxTE1rbWN6OHhnNHMwS3dqTEx0ZjVGRlprS2VqZHhNeGJHYzBxVGw0U0JWN0NJLU5oRGtvVGNSSjNGYWtDVWQ4V3pxaXNON1VjamhQdm95MUVFQzhmanJEdlZ0TkNWRlZ3LUJZWEpWQzB3RGlZRkpE?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,‘SM 시세조종’ 김범수 항소심 본격화,https://news.google.com/rss/articles/CBMickFVX3lxTE5yNHdQdllMQ3FKSnQyaFhCVm1TNzFTYy03ekN3R29LYXdmbTd0QWdIdnBxMURxRDB2M2VvVFRiTnpUbHZlNTlIYUZzU0JZd2dKRDZwME5MWnpEVXNmNUwwRHZrTVotV3duQWRndmp1MTI3d9IBckFVX3lxTE5yNHdQdllMQ3FKSnQyaFhCVm1TNzFTYy03ekN3R29LYXdmbTd0QWdIdnBxMURxRDB2M2VvVFRiTnpUbHZlNTlIYUZzU0JZd2dKRDZwME5MWnpEVXNmNUwwRHZrTVotV3duQWRndmp1MTI3dw?oc=5,법률신문,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,코스피 날 때 주저앉은 카카오… 챗GPT로도 못 살린 주가,https://news.google.com/rss/articles/CBMigwFBVV95cUxNQzlCaEtlZmJXc3FldUR0OTduYkU1RTFXbUF1SFNQckNUaDZNUW5aLXpmOGV6dHFyZ2FzOXlJRmY0NGV3X2dUemZ6LW5QNkNWM1RSWW9PNnJSY1pqYWFvODl5RHk3X3RZTXJ5bWdUbEROdGEzVkJYcDZyLVpRUGk2MTRhcw?oc=5,조선일보,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오뱅크, 캐피탈업 진출한다…마스턴캐피탈 인수(종합)",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9wYTJmRUFDS3NwYmJmeEhLSXFRZVM2ZTd0d1lVV1dFWmU0bElZMHE5b256Nk5FbGI5Ymc5YkdvSkhhNGNxRnBxYkdUaVlVdEFOSlc5MWZlT2dDMG_SAWBBVV95cUxNbi1yOUktY3hTdFlvajBkeTRTeEZBZkthazh1UXpxV1EycmtOTTN1RmM0dHFjMWZQbDg1bnEyWFNmRURtYzBSS1BDLTg3T0RIU0ZaX3lLVXVoUzFBaEwzR28?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,말만 하면 등본부터 결제까지…카카오가 선보인 '실행형 AI'[현장+],https://news.google.com/rss/articles/CBMibEFVX3lxTE9jeXZvRmtQVnRCRmhfSTcxcWVFNE5xYUFTVkpTTTV2bHZEeDlfWDhFMWZnNU84cjFtN2lrZDJkY0JmdDB3N3hTR0RTWUVhSXJ5UzZhbG1mR0tfT1poWkRMbG1lSWtYQ2hpNk1Ub9IBbEFVX3lxTE9jeXZvRmtQVnRCRmhfSTcxcWVFNE5xYUFTVkpTTTV2bHZEeDlfWDhFMWZnNU84cjFtN2lrZDJkY0JmdDB3N3hTR0RTWUVhSXJ5UzZhbG1mR0tfT1poWkRMbG1lSWtYQ2hpNk1Ubw?oc=5,블로터,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크, 마스턴캐피탈 지분 100% 인수 추진 - 조선비즈",https://news.google.com/rss/articles/CBMigAFBVV95cUxQVnpaQ2VrTWl0alptakhiMkNzQXJlX3BkR0N6aTF1S2xGU0RkTDljZk1xTXhleGxpMjBVVVNVWWNVOHhMZXNaQ2dIY2ZaVGNUOEw0M1B2OUNnT243SmVobXAxa2ZyV3F4M2FTREJHZklfdzN1TlF3R1B3dk1SVVdRSNIBlAFBVV95cUxQMEJtRjByOWZIOTNCaUY2V3U3OENPc2h3MklUMU5Oc2ZZWWxxSE5ES1lETjNXYkJCdWZibjJoMjZQN3RScW1PZkdSSllNeFJFdl9CWHd6UTAzUkhUWDVlWUxDcVpBTVBCZjl4REtkNnJLUk5pT1FENEJ3VjNZbjg1elBYdlFyVHFWZE9wTnNTbTdFaTRo?oc=5,Chosunbiz,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
