검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[테크스냅] 이스트소프트·SKT, AI 아바타 정신건강 교육 솔루션 개발",https://news.google.com/rss/articles/CBMidEFVX3lxTE11VHBnN2dDcnlVS1ZOeWhoanRGMXNHY2hVYmtETzdtZ2hUTVFIbFlmNEZEZl90dl83RnpwUHkxd3V3WThfeDdGejUwcDFOc2x3cUNSeFYzN2xMUC1NWTVvQnluRkVMcmUtaXMwN0RGUDUxZkRz?oc=5,연합뉴스 한민족센터,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,의료 데이터 빗장 푼다…AI 학습 플랫폼 첫 실증 착수,https://news.google.com/rss/articles/CBMiUkFVX3lxTE1zWHlUTnhQNkM4OVFUbGxGeExrdEc2MWdnTGxudWdyakx3bHI1Nmt4RmRVUnFVamQ1TDJfYzJZUmtKMXhTZ2VwWjgzRElhNzRRV0E?oc=5,매일경제 마켓,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"카카오 ""공공 AI 박람회서 카톡 기반 'AI 국민비서' 체험해 보세요""",https://news.google.com/rss/articles/CBMiU0FVX3lxTFAwV3dlT1QzNkF3czQxeHJYZVJ1UG5TQlNLT2tqc0FCZGh1RWhnckI1cDhTOVlrb3BXZ1FYZXQ1QXBad1ZOZERmSHpYdnJubXF6R1Rj?oc=5,네이트,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.87,,,,,,,,,,,,,
카카오,"""카톡으로 공공서비스 한번에 해결하세요""…'AI 국민비서' 공개",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9haVVscmN0TU83SmdNR2lMWWtlR0pGejRGSU11VE9nam5BUmJSRm1GTFBQOHlXUFRUbHBYX05Fd25XZUN4MlJYQWdpak9HSDZzYXlJ?oc=5,네이트,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.86,,,,,,,,,,,,,
카카오,"[포토] 카카오, ‘테크포임팩트 캠퍼스’ 성과공유회 개최",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ieElmLUNmR2xsWHJ2OGZJRl9FNnJOUkpvWnl0WU5RUzl1SXBnZDlpS0pnc2ZIZHFuc0xnU2J6TVppNzVKVkw3T2xtMjItdWJoSE1BTVVEeV83UUhzSjVfaW9UNS1TaTI5?oc=5,fetv.co.kr,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
카카오,"카카오, 톡딜·선물하기 판매자 위한 '커머스 카탈로그 광고' 출시",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1TNXE0b1hPX2lUYjFtdTA2RklMYmszWjNudFJpbnZVZjlxUHM3V2dudkxUZGdBc3NPcGFQVzc3SjFJU3JxZ3Ytb040MGE0d2NEX0JpbTln?oc=5,kakaocorp.com,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 공공AI 박람회 참가... 카톡 기반 'AI 국민비서' 소개",https://news.google.com/rss/articles/CBMiZkFVX3lxTE92N1JwS3J2NkR2Y3lwaXZCdlFNRzBVWFFXWlB6SWtiZjgtTFctY0dZLW1taXhNUHRXRFFxM1BtR1JyZC1udk1ZYms4dVpieWxBYVdzRE13V1hkR1VvQmNPTHRYMFJXdw?oc=5,디일렉,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 공공 AI 박람회 참가…'AI 국민비서' 체험 공개",https://news.google.com/rss/articles/CBMiT0FVX3lxTFAwV21uSm5RdEM1b2F5VmxPb2RKQ1pNNVVORS1LdVN3UFNpZUtDaDRpamlJWEpOVWZiRHZfYldieHlvVU5QYzljZlJld3pka1k?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, ‘공공 AI 박람회’서 카카오톡 기반 ‘AI 국민비서’ 선보여",https://news.google.com/rss/articles/CBMid0FVX3lxTE9PS3QwTVp4SlFwbGRVbmV2bmpZQW15Q2w0X3V6aldHekcyY0gtMnNmX0YxbWtWYXNXNEljbHQ4YzBHRU9mbjJ0c0N6Z0xENlFyXy1wdTRTLXJGaUhWQUZwZktIQVVEUk9nVlNxTkdzMVQydG1Ld3ow0gF3QVVfeXFMT09LdDBNWnhKUXBsZFVuZXZuallBbXlDbDRfdXpqV0d6RzJjSC0yc2ZfRjFta1Zhc1c0SWNsdDhjMEdFT2ZuMnRzQ3pnTEQ2UXJfLXB1NFMtckZpSFZBRnBmS0hBVURST2dWU3FOR3MxVDJ0bUt3ejA?oc=5,스트레이트뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크·수협, 1조 미만 '가성비' 캐피탈사 인수 속도전 |",https://news.google.com/rss/articles/CBMidEFVX3lxTE9nQ00tZXV1a0FVaWVGdDZNQldGWnplMjlmQTFxUEVGUHF1OThFQU1WVzEwVXU0MUhTQ05EYmRQanE4MDZXb2hjb2N1d2NhRndicEpBeEYtMm5NcTRGdW9NMldwQTZwUHBfQ3h1SHJpLWRZakh6?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
