검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,"카카오, 2Q 역대 최대 분기 실적…영업익 36%↑",https://news.google.com/rss/articles/CBMiUEFVX3lxTE9YRDI4MDVnS3F1NlNuSmxDbnFDVS1zVHFnRlpVdjd5cXJGWGphUFNrZU13LWs1Sm5BSWpRZzJRRVU5aWZSOXRtNG5rRlJoTkJ5?oc=5,톱데일리,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"광고·커머스 성장에 카카오, 2분기 실적 ‘역대 최대’",https://news.google.com/rss/articles/CBMiZEFVX3lxTE15cEFsaUgxOEo2NVB0TnVYTmNjYkdtTko3eUJQZU50SFlzeGxXR1g1UzQwczlFOXIxdUhESE56WkpQVGVKZ2FNMzVJOTZjeGIwNjloT1d4Vm9SNUFQRmxEUDgxcVQ?oc=5,서울경제TV,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오, 역대 최대 분기 실적…광고·커머스·페이 '두자릿수 성장' - 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTFBPOXQ4V0ZjbWkzR0pEU19iamstUF9XRWpmel9pLWlQd2RoSVZRZjJzbkFkSEZrd0U4TVpXM3Z4WHB3YVZuamV5TFhzajZwemxENHRNRnduMjYwY2JXWlVYR2JjR3ppZzRsZDBsLdIBbEFVX3lxTFBPOXQ4V0ZjbWkzR0pEU19iamstUF9XRWpmel9pLWlQd2RoSVZRZjJzbkFkSEZrd0U4TVpXM3Z4WHB3YVZuamV5TFhzajZwemxENHRNRnduMjYwY2JXWlVYR2JjR3ppZzRsZDBsLQ?oc=5,머니투데이,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오 2분기 영업이익 36% 증가 2770억, 역대 최대 분기 실적",https://news.google.com/rss/articles/CBMic0FVX3lxTE5FazE1dXhxVmhjcXgzTEJDUkxtVDNPUHJmVTZLSXZycG5oaEJRaHRDdk8wWU5qY3dibEY3WnNuWmFTczJHMlpiSEtfLURzZ0JWMnlEaFpOUHRjODY0VVBielI0ZzRPTk9HMTYwNGxYcXR0eVE?oc=5,비즈니스포스트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 2분기 매출·영업익 역대 최대…플랫폼 전반 성장(종합),https://news.google.com/rss/articles/CBMiYEFVX3lxTE11QVhUV1RTT19Oa3FMRWRmQ1g3V2R0bWxoa3ZYa2tDX1lTQlVlbWE2TUhhdjJobUhTWXp0bnVadGlBb1ZCbGRDZUF2WjFja2xweXlrZE90aUNYbTNFMUp3S9IBYEFVX3lxTE11QVhUV1RTT19Oa3FMRWRmQ1g3V2R0bWxoa3ZYa2tDX1lTQlVlbWE2TUhhdjJobUhTWXp0bnVadGlBb1ZCbGRDZUF2WjFja2xweXlrZE90aUNYbTNFMUp3Sw?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 2분기 역대 최대 실적...매출 9%, 영업이익 36% 증가",https://news.google.com/rss/articles/CBMigwFBVV95cUxOZzlsMHlFZ0hqbGVrdkdmWGJFVU5aaXNQNUlDc0JpekJweElIelFWdEhGR3BCalZoSE1aamdjZmUwdDFmWGNuMmFiYm5XY3dfd2pKLU5lOTlieFB0enRpZFpBVVlaSTJjV190bGVkWDJHalp6cXdPNFdwS1RFV3JnWG1UWQ?oc=5,조선일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 2Q 영업이익 2천770억원…역대 분기 최대(종합)",https://news.google.com/rss/articles/CBMicEFVX3lxTFB6bWlSUEV1cmlnLXViaHphSk02dVgwTEVsX3NsUUJESllBRDd2Q3lyN1JZZFp4RUdvR3dQVGtNbERscGs1RUZBRnpuT1MyR2d3N3p5RHktWjM0b0NBWGI3S3cxVG9NVTE3OU4zdVpDT3o?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 2분기 매출·영업이익 역대 최대…영업익 36% 증가",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9XOU1LblVlTzd1OGg3aUhITGx6SHNoTG9QMU1FMF9iMkRyeHBaRU0yRHdIN0QwNWZtbTdURmpfR2lwN0RGMDFIandLRVhGQQ?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 2분기 영업익 2770억원…전년比 36%↑",https://news.google.com/rss/articles/CBMiVkFVX3lxTE04NVBGY21WVE9WbjdoNWRnV3BXbU12QjRnZ25qbEpDOUsyS0tCeUtlc2trcU9CSzdralJOcUZCYk5yOWxMOHJOcC02TlJXcWhBRDBXeFVB?oc=5,지디넷코리아,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 2Q 역대 최대 분기 실적…영업익 36%↑",https://news.google.com/rss/articles/CBMiUEFVX3lxTE9YRDI4MDVnS3F1NlNuSmxDbnFDVS1zVHFnRlpVdjd5cXJGWGphUFNrZU13LWs1Sm5BSWpRZzJRRVU5aWZSOXRtNG5rRlJoTkJ5?oc=5,톱데일리,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
