검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[장중수급포착] 카카오, 기관 5일 연속 순매수행진... 주가 +1.83%",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5ZdEp1QV9PcjU1b0d0NXVGa1BNaXd5VlcxZ213ZDFQOS04eGNOcjR4aTFoeUJGQ3pPVGpRYTBQV3lIYThId2dLV0ktdFJvNWNxXzlDZUY5TkMwNUkt?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"""2000만 투자자 잡는다""…카카오페이증권이 꺼낸 'AI 승부수'",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5mTU43ODRXblJHLUNuSUNfS1JhbXpTekFXZHdNUEQ3VUViMXNKRFpBZTBRMkYyX2lSbi1pZHZFLXJUODFpS2xidFlTZ195eExkLTBRSkVwWjhuR19CaG1UV3I1Y0NRMTM4?oc=5,ebn.co.kr,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오 주가, 7월 23일 장중 36,300원 2.25% 상승",https://news.google.com/rss/articles/CBMickFVX3lxTE00WWJjMkJIdWU3UFpNUmdBXzlOMVRVdlVoQzdqZmJ3N05UVWRXVGJLVG5JcS1FSnBZZkkxeVZWRlNVaTFnMmFOT1pRVkp1UU5NRUFUVFdOUnJmNXZvNU4tMUQxS2tJaV9PcFY0M1RvVl9GQQ?oc=5,톱스타뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,최대 실적도 못 살린 주가…카카오 스톡옵션 ‘개점휴업’,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBCcE9pdENaSGhKTGNJY0hONHBsQVFRR1BHd0MxZG03T3NyQWpiaTBueXNsWVRPVXRxSldvaUV2RFJfMWJuR2dQZC01ZXo5YkFPaFRhWDBHZ3N5LURTMGM0eQ?oc=5,마이데일리,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,‘SM 주가조작’ 카카오 김범수 “직접 증거 없어”···핵심증인 ‘이준호 입’ 주목,https://news.google.com/rss/articles/CBMickFVX3lxTFBFb2lGN0VYY1o4MW5kX3lGd05fempWVmV6Zk9wZHN0N1BEQ19YNXNhLTNraEZHd1dscmZPQ041QVJmNXFpYkpiX01fWnpGb2Y3aks0ZUZVZ0RfR21JTmlzdGYtVVY4Q3BVOHhja1lLUDdJUdIBdkFVX3lxTFBpSEFMaG9jUHVaRkEzTV9aZDRLNllFcURiVHlKSWJ6WmVMVmNnSkU4UTZXR2ZIWWgxZ09ObWpwSFBWVkpZMmkzRmRDZmVwTUZ5SDluRWhBcS1xYnFKcUpnWDJlTjZHd3UtWmZGTGZvZXhlbGlKaFE?oc=5,시사저널e,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,질문에 답하는 신호철 카카오페이증권 대표,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBBRVgwcHFZLVQxLVY2MEdVVXRRUWFQRXJHZHpUa1F3NTUtZEx0MWh1aHpXcEZUTXZqTHJyRmtNTDI5d3VPM3JHdlFoSFhkMWtWWVVwZ0J4X0paSXlGbzZRXw?oc=5,네이트,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
카카오,"카카오페이증권 ""올해 결혼하면 10만 원 주식 선물""",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9BbDlVcGZPOVpWSEctLXBhSlRlZ3U1aHk3Sm5YUFB6Mi1hR25WOHE5dWN4X29rMjZfeEdKUUtmT3FSQjdpMDRhY0hKTkV3R1cxcjVR?oc=5,네이트,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,김범수 측 “SM 주식 매수는 지분 확보 목적”…시세조종 혐의 부인,https://news.google.com/rss/articles/CBMibkFVX3lxTE5yMWlQbzRjQlZ4U0ozUVRGZWFvLTY1SVdkVUpPUXRCZFUzOERnZnJiLUlGd0lFb1RkUzIzdmlLbnBlRWpIUUlmRkFvMDJ0TDl5UU92aTd6Znh1UElCeGo2MkNkOEpXQ0dJcG1ib3hR0gFyQVVfeXFMUGxpeTl1SVNTdG9RU1NtSVpzb0ptbWR6WnBSMVZJc2pTN3U3VHZnXzM5V3NEbGVLZml0MHZzdGtVMXlFdllsOEpQVXNfZWE3MVNBanAyeVNNUm1MMV9XS095R3l0a1RmSTN4MVlkczdSazhB?oc=5,법률신문,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오 주가 상승 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1iY2ctT0hCNTM3T0hzUThOdE9RdVBiT0tGX3R5WTB1WVBzX1J1SGQ2ZmE2Y1lBTWxGQUlCcFE4QU1jNDJIS05CM3pjU0E0UGgtb0d5R0l3Y3dwQWNk?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,김범수 창업자 2심서도 “SM 인수 시세조종 지시 없었다” 주장,https://news.google.com/rss/articles/CBMidEFVX3lxTE1iOTRYeXpzMFdHdmdWQmlCbmo1bEhfalAtNHpGSzFDT3BYRjJGbndXNUxiMll1Q0dWcUZxOUkzWUtIQkRnRXVXOGdxYnhyYnUtMUpsU2RNNmRzLUJiSXQ4LXBZYVA5MU5DbEtaQngzV0I1bmhB0gF0QVVfeXFMTWI5NFh5enMwV0d2Z1ZCaUJuajVsSF9qUC00ekZLMUNPcFhGMkZud1c1TGIyWXVDR1ZxRnE5STNZS0hCRGdFdVc4Z3FieHJidS0xSmxTZE02ZHMtQmJJdDgtcFlhUDkxTkNsS1pCeDNXQjVuaEE?oc=5,포인트데일리,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
