검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,"“입사 2년차, 김도영이 누군데”…김범수가 6조 맡긴 그 남자 [팩플]",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxSnZSdFFtcmJWd0p5RlZsZjZ1V1NNaWVpd3ZVX1h1YUVsMkd1dGdteVZJVUtMYjhaSGlmalE0djFqdzV0YmR4NDlZMGdMR0U?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,"“입사 2년차, 김도영이 누군데”…김범수가 6조 맡긴 그 남자 [팩플]",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBzaHJfeENvZ1IxU2dtdnRZYVhMb2czaEduVEZERnhJNE9ZYkNsaDJPdnhsNWFIN0ZWc3Z3ZzdWdkFGVExBQ0tJS3NUZnlWYXdETXA2M2Z3?oc=5,중앙일보,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE4yUDd5NkNOMDhxQXF2T3d4bENla0g2bTVKWVhtZkVTSk9mOThjZnlZaHBVbExfTVRiUjQ2MWZBb0JpYXBFb0Y1N3hMR0lsaTFhMm41RTRwYUdIOGQ5?oc=5,anewsa.com,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"""카톡·지도 활용해 국민 편의 향상""⋯카카오, 혁신 우수 사례 30곳 선정",https://news.google.com/rss/articles/CBMiR0FVX3lxTE5nbkl4SThuc3hFRVR2Z3N1bjZwOVU5dlNHSTNuQ0dQTVN0eHRjRUh3MkN0WUpFRWxVT25XU2gtWnphczBhSTlr?oc=5,아이뉴스24,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,카카오페이 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1ESjNySzAycXU5cjJmRWFwRjhZYmhWYm5jLTZ3Z2dLWmZwZmtXV29rY1FHNEhKRW5rUWhvUnJUSjA1cDlYLW9SVF8xNWhuTE1pR2dpWEc3aVM1Znda?oc=5,anewsa.com,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"""쉬운 곳 1년보다 강남에서 한 달""…카카오모빌리티, '희소 데이터'로 자율주행 AI 키운다",https://news.google.com/rss/articles/CBMiS0FVX3lxTE9CMDlCa2lqMTZnQy1tMWQyNEtKamVsQzRLTGxsWVNtam96d3pCS29ka1JqSWxrbXNUZFNPdWlnSG9iQUpYWDA2YjNiTQ?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,,,,,
카카오,카카오 서울자율차가 복잡한 강남 밤길 누비는 이유,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBmakxydjdfcC1KTGNTbmpjNGxPcVkwa3ZQdU9EUGpxRndvTEZGLVl3cUExY2pYWXF1cXhsTUx4cWZzdFl0MWgwZmF4dVJhbThGQmZFaVV3?oc=5,지디넷코리아,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"군포시 ‘개별주택가격 카톡 알리미’, 2026 카카오 공공혁신 어워즈 우수사례 선정",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1mQ3NNRXJzVGNRYjdyTU9jcHBTTk03SjVGX0otdXIxbW4wOG1ucW5PUXdMOTVJb0pTeGdHNUJYV3N3bHVidFNVNVpkcl9WVnRjY0VWSFVzNTVtZFJuRXpF?oc=5,세계환경신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,ㄲㅁㅇ…9월 10일 '카카오뱅크 AI 이모지 퀴즈' 정답은?,https://news.google.com/rss/articles/CBMiVkFVX3lxTFB2REFVcHM0MU9yNHpGSHlKRXhQWkMxQ3FGY1Rnd2d0a1pnT3B0RnVJd01jNG8tdXpLZ21lazl5ZVFuZkhEaHYyVld2WEhUc1NxWDF2cFB3?oc=5,위키트리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,강남서 1만3천㎞ 달려보니…카카오모빌리티가 찾은 '레벨4 조건',https://news.google.com/rss/articles/CBMicEFVX3lxTE5MRnkxVnljVmF4UmlkV3Mxa0d6dTJsUlJRT29wM0hXNmpuamdLZEVrWjN1MzlCekNQLXI1ZWE4bGNpbjN3YXFTTWJnS3JGT2F0bXFxdFVmdGI3U1pqRk9mZkJPTTJNeTVBU0VnbFA2eW0?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
