검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"[포토] 카카오 임팩트재단, 사회혁신 현장 AX 사례 공유",https://news.google.com/rss/articles/CBMiaEFVX3lxTE0xTUFoN1FkenJUbjd4Rk8tZnNXV0U5dkxiWkZ6aW1YakluMlVGOXlZNXpQb2JLWUxEUXU1SGEyb0dCNEkzUmVWb1RnY3plbTY2STBKaU9BOU16V2lMU3VJTXlsOFk4NVFQ?oc=5,fetv.co.kr,COLLECTION_FILTER,,,collection_relevance:photo_or_caption_title,,,,,,,,,,,,,
카카오,"카카오페이·카카오뱅크, 파이어블록스와 디지털자산 인프라 협력",https://news.google.com/rss/articles/CBMicEFVX3lxTFBvbEZOVE1lXzJHVVQtU3k5MUo3amZWbXZ1S2J3YWZlZXgtRHRlTDdsbnlHelZCUG0yYXVReTFKNkhybGlXNEgyTTFmVGVBMWlPYVBxMEYxZjBhWHhHQWVkTGRvbUJKNi1Pc3BRYXZlUUI?oc=5,코리아리포트,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오그룹, 그랩·교보생명과 '동맹'…디지털자산 확장 속도",https://news.google.com/rss/articles/CBMicEFVX3lxTE5BMzFOa2s0UHhWeUZ2SDg2aG9RcE96b0hwaFpmeGZzR3Y2M21ZWUVaTHJ5Ukc2eTBFaUtMSWhGVkFXbTRxQ05ZV0VmcGZBSnZheU8zYnZXeUxyRUpnSUcySDZfZ2ZRdFlZRmxmMW81ZDPSAXRBVV95cUxObWd6U08wcXV5RHF5QVNXU2VzNEVMMmRKSGloNEQ0OFlHeHRhUHpTckxKMWo5UDVLcUVfeGVzb0UtdnliYjlLZlhDN1FHRkd2djVoZFVhNVlGdWFyVVpQdmQyX0p6Q053ejB4NkQ0WVRHa2o1Vg?oc=5,연합인포맥스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 임팩트재단, 사회혁신 현장 AX 경험 공유...재단 자체 AX부터 테크포임팩트 현장 사례까지",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE03TnlNY3dpbHhyUmlrT1l5enJreDhuR2o4VDFuWTI4enJwaG9aM19pS18teGZVbzU1TzU5ZFM5SWxxVWVycFR1OFBrYW9qQW41Y2paYkdicVJaRjVuX1ZYelZ1UWVSRlU?oc=5,인공지능신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,카카오 인적분할 첫 관문 통과,https://news.google.com/rss/articles/CBMiT0FVX3lxTE55ZjVsVXFzYVZBekd3MUkySml0ek9wbndGNUhDczNNc0VpZHpQaGJLVU9zTU8xNnhPeXY3TlN1VEdWeXZVNkFLaGFNRm1DTEU?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,버스처럼 보이는데 ‘2글자’…9월 23일 카카오뱅크 AI 퀴즈 정답,https://news.google.com/rss/articles/CBMiVkFVX3lxTE16cVpESlpYYWx2RVRrcjktQWp1NHRyWG4yTlpQMC1ENlZfRmdHTjFxZXBOUGVXZVhPd0FhMnBxZGNuUzZFX1NBbGwtNEhWeVZKbjU1Yk9R?oc=5,위키트리,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,윤호영이 이끄는 카카오 스테이블코인…그랩·SCBX로 동맹 확대,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBidkx5TVVidm53OVJIUm9ReE5ZSXdGTm5zTGsxXzRVUEtFOW9PNXhMamhpWG9hWGV3ODZfc2pjUTF5OWl2VDcwemF4aVZHeHJUM3FSMDlB?oc=5,지디넷코리아,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오뱅크·페이, 그랩·SCBX·교보생명과 맞손…디지털 자산 사업 가속화",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9sU0t5SHVpOEZ0NnhXR0tRcHc3Y3Z2M2t4eVJaNmR5ZF96NjRUVVYxWnRsUVpydnhGc0d6bDJFd2ZfMHBidTdDd3JBMnQtbUp5czVLWUxPdWE4Nm5k?oc=5,뉴스핌,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오, 카카오모빌리티 美 ADR 상장 제동",https://news.google.com/rss/articles/CBMiaEFVX3lxTE84Z1dVLXU1czh5NTI2a01hZ3ZTaEZSeUp6Tl9IYnp6UkNZQml1MUdFU0pMSHM0ZW9lYmdmbV9zTmtEMDNBS1VpZnIyRDAwVnFKQjNSMDZSTHQwR3NWRFFPNTBkS1RVdGhW0gFsQVVfeXFMTmx0MnZsVTA0MkJSUDB3eUtFM3NsQl9OSzNYN3AtVFE4bHVKRVZ3T29LRGQ0Z0xwU0JrY0pIVV9aU1JETXpKUHRrSllleWRvMElnamZxaUl4Tjh3OHpDVGZOby05dmVMSm9rZE5r?oc=5,블로터,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
카카오,"카카오 임팩트재단, 사회혁신 조직 위한 'AX 5단계 가이드' 공개",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5SRW9fSXdYdTlYd1RTWHdlUzFfY3RuNXFyOVR2Y0hmNVFmVWg2M0IyUXRxYXVrWDBkTEJvYXNzUVlJY3JQZHMtZFktRkJIdw?oc=5,전자신문,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
