버전,전체_RSS_후보,Gemini_후보,강제검토_Gemini후보,제외_총합,본문품질미달_관련성미달_교체,중복대표교체,최종기사수,실행분
google_rss_v13_1_self_gate_entertainment_gossip_filter,2008,300,11,9068,17,1,16,14.58
