검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계
카카오,구조대 안 오는 ‘국민밉상주’ 카카오...1년 후 주가 예측해보니,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9jYVZYN1c4R2psRGN5aUh3ekRmQjJsSHlVQlZ5UGdlMTBubXdadG05X1Q3M3NOOUVfdXpEdERRdk91Zk5pejk0c2FVMlkxZWdUNjJ6NjNPb1VCd9IBVEFVX3lxTFBnaU5hdGFjXzRkWUVwUHc3TF8xZmo1aHRocU80MmRIMEZiZXUzVVFqdHVJZDlsQ1N0bzAxdkg1TE1yQWdURzRGQURtVEdCeWhMZ2Z6WQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,우산 쓰고 행진하는 카카오 노조,https://news.google.com/rss/articles/CBMiYEFVX3lxTE0yUkVURXc3Mm5tdm5OVmFhakNOQnFEYllaMkJUN3BpTHEzWUg5WDhlMFZGUUJxSGJodk9DdGtVSkdOYmdxcXh3cUYtcDB0UEhBMlJPZDhoWFlLd3A4cUlUTdIBYEFVX3lxTE0yUkVURXc3Mm5tdm5OVmFhakNOQnFEYllaMkJUN3BpTHEzWUg5WDhlMFZGUUJxSGJodk9DdGtVSkdOYmdxcXh3cUYtcDB0UEhBMlJPZDhoWFlLd3A4cUlUTQ?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,
카카오,"카카오 노조, 29일 추가 파업…갈등 장기화 조짐",https://news.google.com/rss/articles/CBMiW0FVX3lxTFB6c0xyNmZLanIxOWlrX2tYSWQ0Z0hNY3lndWo5Y0FLbG1peTJwbkZoekRwRlJBZGhGazhSTFdMUUxvTHZUOG9FUEUwb1J2ZTQwYUlLdTZqaEpWczjSAWBBVV95cUxORlRMdHNzN1FkVmpwclNoTmVFdnlhNUNVeUtaUDViMGY5ZDJnVk8weV9kYlFtRE9ueDRkWUNseVVqSlZ4UjBnbWc1R1JfOTVwOHU2MEpDNXh0eGVkbDIzY0E?oc=5,연합뉴스,CURRENT_COLLECTION,canonical_seen,,near_duplicate_same_press:0.95,,,,,,,,,
카카오,"카카오 창사 첫 파업…노조 ""29일 추가 파업"" 예고(종합2보)",https://news.google.com/rss/articles/CBMiRkFVX3lxTFBBZEVmcGEyeUs4MGtQNzdkN3lNSjJNZlNUMGhNSTFMTDMtaExqQS05QzJJeHhsOWY2OG5jWGtZOGo0Um1ubGc?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_canonical_title_same_press,,,,,,,,,
카카오,"“카톡에서 대한민국 국가대표팀 함께 응원해요!” 카카오, 오픈채팅 커뮤니티에서 ‘카톡응원전’ 캠페인 진행",https://news.google.com/rss/articles/CBMiVkFVX3lxTE1IeGV2QW5lWFdicGJFelYyVnM4b2xQdFdUN284Y1NwQzRMeHdMMjA2RDRyUkVVWnp6bGVTMzNaeFZXcjlZZlVSMV9EMWxzQXFCU3pMTHdn?oc=5,kakaocorp.com,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,
카카오,"[기업이슈] 카카오, 창사 이후 첫 파업·목표주가 하향에 하락세",https://news.google.com/rss/articles/CBMiT0FVX3lxTFBxRzVpVzc3MTVVeExKOHRSOGtUazZLbzVMQTctczJNcG1ncFA5RVB4bzFLZ2xiS1ZvZTZTcjNVYXpxRWZRaEgxT2Rkel9Salk?oc=5,v.daum.net,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,
카카오,카카오톡에 국가대표팀 응원방 열린다…‘카톡응원전’ 진행,https://news.google.com/rss/articles/CBMiZEFVX3lxTFBvdWwwOHQteFlUZVR0RXpLVEN1SmxfNUZuN3ViTW9uNTNmaFRUY21BZ1ZidTBXdHRsdmliek5MMVYzUEdWN2RBT2dDS0hlV0xUcHpELUdibWkzZnJwSHZjSDZkRkg?oc=5,서울경제TV,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,
카카오,"카카오 'N% 파업'‥""초과이익 새 논의 필요""",https://news.google.com/rss/articles/CBMiekFVX3lxTE5UVDFVYVhTYWxTUnk0aThkc0M5d3JFZkhGR0hCZjRhQm01ZExIM0JqZm5xUHk4c3NoanNlSXE3V1JWakNnUlNXT2JJblNPLVlqd1dqYWxjbXlub1haRTBQTU5Ca19YOGZJN1REWHU3U1otenY4MFF3aE5R0gF6QVVfeXFMTTNXaHJ0Yi13dHRXUEhfeE1Lak15Z1Y2NHpLbWtpNVJMOWo0d2lsZThSNUx4dXdGN1BPaTcyMUI2aEhDaTRJOWF6TkJ0N1EwUTc3Y3IwNmtDb3V3WG80N0Y5VkIwQ09pamd1TFpsOWppeVNqdld2YVJobUE?oc=5,MBC 뉴스,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,
카카오,구조대 안 오는 ‘국민밉상주’ 카카오...1년 후 주가 예측해보니,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9jYVZYN1c4R2psRGN5aUh3ekRmQjJsSHlVQlZ5UGdlMTBubXdadG05X1Q3M3NOOUVfdXpEdERRdk91Zk5pejk0c2FVMlkxZWdUNjJ6NjNPb1VCd9IBVEFVX3lxTFBnaU5hdGFjXzRkWUVwUHc3TF8xZmo1aHRocU80MmRIMEZiZXUzVVFqdHVJZDlsQ1N0bzAxdkg1TE1yQWdURzRGQURtVEdCeWhMZ2Z6WQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"카카오 노조 첫 파업, 29일엔 ‘업무 로그아웃’ 예고",https://news.google.com/rss/articles/CBMidkFVX3lxTE44b1l5b0RWd3h3TUVrRlpOVHNoT2xIWkFOQk16MzNhNDFCaDRqVU1tdGRYMEJQT1RkMFc4c015X25fU1YxNDdMdEpreDNaV21FWjROQThHa3hkdk43eHc2SVk3UzNMN0RVWW5HVWxGZHY5RUpFVVHSAWZBVV95cUxPRENNNHZuQXNoNUx0ZXY3X21YbEYwWm1naHJic0NsTklvZGM3dENfRGt3N3A0VVFzU1NaTVJFaHJZUkRTc19HTl9iamU4RTNWem9OM1Y5NnFVbEh1Ri1nTjRZZVhVcFE?oc=5,동아일보,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,
