검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,원문날짜,날짜검증결과,제외단계,v20_issue_id,v20_issue_group,매칭대표점수
카카오,"[모닝 리포트] 카카오뱅크, NIM 개선 지속…성장동력 확대 지속 주목",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9fcVFfR1N3UmZhc3BULU5lbXp4WURsWDN0UFg2VEl0MS1XdVoyVzJmNTFUXzlpdnV2ZlM4QzdBSUZVQ253T2pzaHhBV0w0ak9hRWR4NjY1QUhYZ0d3?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[리포트 브리핑]카카오뱅크, 'NIM의 큰 폭 상승, 성장과 이익은 평이한 수준' 목표가 33,000원 - KB증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE02cWxETjZaN2JOSS1VWVRNNVFTY3JqdE1jRi1jMlhFcmowNm9PenMtNmdLbjQwVmNuNFVaZlJVZnVFclJFY2JwU3kyT2V2RzhXNHdFUTJBai00RWdN?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[경제 뉴스로 배우는 한입 한자 12화]5만 원 넘는 기프티콘, 95% 환불받을 수 있대요",https://news.google.com/rss/articles/CBMigwFBVV95cUxQQlhOOUlscmdkblpQYmh2NDg2WDIyblAxUDlERHJibUdNY1FaYmtEUkVhSzlGbDRybjEwaXJaZlFUNEhRbWdQdnQxYkh2Y25qRTBwNWE5QUg2Q0wtdWE0anNwUXA2WUtlS255by0tVmJReGdkMXpBMkVUVjdiVzZubzltZw?oc=5,조선일보,COLLECTION_FILTER,,,collection_relevance:collection_relevance:private_kakaotalk_or_entertainment_noise,,,,,,,,,,,,,
카카오,악재만 있고 ‘성장 비전’이 없다…카카오 실적 개선에도 주가 저조한 까닭,https://news.google.com/rss/articles/CBMiZkFVX3lxTE1zbk16UGxDQUhxalYzdFhfUlVpYnFLRGdiUDVma1dkNEFwbE1fU0Z4MGxEZUF4S0kyWU1pcmJDS2FTN1VQQlNNaHJnek9uWHRpWGtwRndkcHhpUm9fOE0xNTlNTzY0QQ?oc=5,일요신문,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE5yNmZZREp4RmUzSjZqYjA1dGx1Y1lNMENjbnVFRVBOblFXZXh3TElab250LWRuS0QyMUJVWk55X2JfalZwTnpua0ZLd1hCVXRlME1nVktEWGR0Q2lK?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오뱅크, 강보합 흐름 이어가…KB증권 ""2분기 실적 컨센서스 부합 전망""",https://news.google.com/rss/articles/CBMiaEFVX3lxTE5jVXRVN204SjhYdkF0bExuMndMZXdfcmFPZ0J1RExLdnMxb05IY0lieUhlel8xWHFlUGZXZDB3VUl5R2o2NEltYTBOaWs1eXRkWDlDdmNMLVNVUE5paDdId05DeUNlMGdY?oc=5,CBC뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"AI 키우는 네카오, 보안투자 비중은 ‘평균 이하’",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5pODVnUjU5enA2cmQ1Y3RTaERwNkk5MktzRFg0NnBueDNlODJMNU9XZ3FPZ2ZPd21TcXpFT2F4SU91dEx0QndBa3BHdHJvRS0wc19ZNTNPVnliRVdydGx6M24yczE?oc=5,서울경제TV,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,카카오게임즈 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTE1obXMyUVFha1JDTHh3NDdyT2IxRkhtWWdHVnVfWGZzM3Vqc05JMmNpNHN0NnJob3cwdEo0azZIRGdsdUkwS0NzT00wM1FsWklNTElWYzVDSkdtRGxy?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오뱅크 주가 하락 중,https://news.google.com/rss/articles/CBMiXEFVX3lxTFB3SHM3TTNfOHlUVVdrZ193V2NaNHRDbmJUR2plbDlsSjRlUVBTTE1talZWVW5EelpTYmVJX01zTWlwVmxYRV8wYmNERGcwTVdpNlJWUzRlU1dvN2Fl?oc=5,아시아뉴스통신,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,카카오 “AI보다 ‘이용자 신뢰’ 우선”,https://news.google.com/rss/articles/CBMidEFVX3lxTE02Z3QxU1FGd2xiQXRrV2RxRUdGc1A2MU50bmFITEp3RVhWcXlkRlRyblNEajRCcGgyaHpiM2d2T21tLUstOC1oYnpYaDFPT05jcUx5UDdZbFhRbHFFQWlvbXRtckZMV2Mydk5nclIwZ1IyRXcx0gF0QVVfeXFMTTZndDFTUUZ3bGJBdGtXZHFFR0ZzUDYxTnRuYUhMSndFWFZxeWRGVHJuU0RqNEJwaDJoemIzZ3ZPbW0tSy04LWhielhoMU9PTmNxTHlQN1lsWFFscUVBaW9tdG1yRkxXYzJ2TmdyUjBnUjJFdzE?oc=5,IT조선,CURRENT_COLLECTION,canonical_seen,,same_normalized_url,,,,,,,,,,,,,
