검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계,원문날짜,날짜검증결과,v20_issue_id,v20_issue_group
카카오,"KB증권 ""카카오, AI 사업성과 입증 필요…목표주가 하향""",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1ad21EUFlSdzBPamI2NHY3S3JrR3lXSUx2dXhuYWtHd0xxendSa2JQeURSVFQzRUJiYmNRWXhiSzdsYnRVd1FKV3lEMnBtcWdRMWdRM04taVhTbVltaU1NMdIBYEFVX3lxTE1ad21EUFlSdzBPamI2NHY3S3JrR3lXSUx2dXhuYWtHd0xxendSa2JQeURSVFQzRUJiYmNRWXhiSzdsYnRVd1FKV3lEMnBtcWdRMWdRM04taVhTbVltaU1NMQ?oc=5,연합뉴스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,“돈은 잘 버는데”...카카오뱅크·케이뱅크 주가 묶인 이유,https://news.google.com/rss/articles/CBMiW0FVX3lxTFBLN2h3NDNUNWlveWJlY0dqa1AyQmY3QlRrM19CbmJNdDU4RWhZR1A0ZjJGR0RRVHVjbEs2cEt0WUVsdWhKaFU2V3dzVEpVUEpVaFZaVU5XMDlLdWc?oc=5,에너지경제신문,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[리포트 브리핑]카카오, 'AI 사업 성과 입증이 필요한 시점' 목표가 57,000원 - KB증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTFBnN3RCNUFQeElhYnVSbGdJVVZoTkFIeHRQaFRqMnpHMFZXUDNvUTdjX0NTMzZZbXhkM05jMDR1SUlXb04wZndwTEc4M0ZUanN4NlZ0OVBhZWFyNXFJ?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"[클릭 e종목]""카카오, 하반기 AI성과 나와야…목표주가↓""",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1xcmZHNUJ3ZzF0b3VCMVZKdTFLQWFuZXE4eWdzZWl6dzM1Zl84ZTFUOFJTTFNDZ0gwdEtuVl9BZ2NHWG5WQ0IxLWN3XzNYQWc?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,[자산 토큰화③] 네카오도 뛰어든 스테이블코인…'유통망'이 핵심,https://news.google.com/rss/articles/CBMickFVX3lxTE5ieWVIQjFjRV9hbFE5YUpBM1Q3Q0YzSDVETUNmd3VBWGFQb2Vaa05KYTZ5bGNkT3F3T1pxem8ybF9pMjdWXzNIeHhZUXVCQ19OMVp5WnpXdEVtLUE0RlpKbXlVNWFITVRqNy11MjlHZ2Q4dw?oc=5,KB Think,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
카카오,실적 선방한 카카오…성장동력 부재에 목표가 '뚝',https://news.google.com/rss/articles/CBMiVEFVX3lxTFBhVXN1ajdQWXYzRk4xVU1jdll1bEQ4cTd5VzIta2RKR1pKM0NwekF4WDFiQkRVV2xVbXc2MUNZWWo3bEVDd3QxUzNTZXoxdzBiYmtfV9IBVEFVX3lxTFBhVXN1ajdQWXYzRk4xVU1jdll1bEQ4cTd5VzIta2RKR1pKM0NwekF4WDFiQkRVV2xVbXc2MUNZWWo3bEVDd3QxUzNTZXoxdzBiYmtfVw?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"카카오톡 이용자 줄고, AI 수익모델 부재에... 카카오 목표주가 '뚝'",https://news.google.com/rss/articles/CBMiWkFVX3lxTFA2RVZpZ0Q0VzF3dWNObFdSS1Q1TE1JRFRWTTBkSVZkZjZQMWdpbTFjMzRJcGhzMUMyQ09hWXZtMmZsTlo0WTVyM052V01PbGo5b3pjbl9CSktMZ9IBVEFVX3lxTE90dnBScjUzSkpHNTlqNVRQWEJ1RXNlQXlmckZ4QTdnVEpTS1A0LTZ2dE9VODFETkpZOFdWdFhWelo1SXRva2ZkSkd1c3lCSXJxZkJibQ?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,[헬로스톡] 7/7 주목할 종목 : 코스맥스·KT&G·카카오·S-Oil,https://news.google.com/rss/articles/CBMiX0FVX3lxTE45YWhISUEwYzAyX3BNRnhHTDFsMlBJakRzSVVEYndyazNNQUZVYmJEZVlBTzkyWDRZTUhjLW9weU40THNrd3htN0dNNTlfSXdJaU1idWZBd3IxYjZ1U2Zz?oc=5,헬로티,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,AI 사업 수익 모델 부재에 카카오 목표가 줄줄이 하향,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9xY0hqWWYteUVIOVdtdUNmS2JuejRFOVdRdEpXdVBnbXgtZmdNZGh1WjFnRDlKemJZQkhpOG0wX3MzQXNJYWMyczhjNWRTWGtXLWc?oc=5,매일경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,,,,,
카카오,"지그재그, '뷰티 인큐베이팅 컨퍼런스'…브랜드 투자 지원 확대",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9KZ1ZCdnpZMnEwcUpZclpSZ1Jfb2FXTHZnYzlwemRybG5lZ1MwUXppTGlSSC1CaGVRcWFBUWxzZVhTclVxdi14SEpQQ19tcWFlZ294bUpQNmlUZ9IBVEFVX3lxTE9lbkZpVUVWUlZaeTZfajhsX3FCQm93a0xrUTYxMm8wRk51NXRielM5UUhYSXhrcDVodF90aC11U3dvUlQ3Ym1zek9CbGU4SzB4SEFSNg?oc=5,한국경제,COLLECTION_FILTER,,,collection_relevance:collection_relevance:self_entity_absent_from_title_and_front_summary,,,,,,,,,,,,,
