검색어,후보제목,후보링크,후보언론사,매칭과거일자,매칭과거제목,매칭과거링크,중복판정이유,공유주체,공유사건태그,종합점수,제목점수,토큰점수,본문점수,후보대표점수,매칭대표점수,제외단계
카카오,둘로 쪼개지는 카카오… 증권가 “디스카운트 확대” [오늘 나온 보고서],https://news.google.com/rss/articles/CBMiT0FVX3lxTE0yVUp2T0hHbWVtRTFHQVpKSUJpRkhPdXAxZUR1YkY0aDAyY1MwN1lDVllFOUNaMTJxT1ViU19ycWxJRkNGRS1Kd3l4M3dlaVU?oc=5,v.daum.net,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"[모닝 리포트] ""카카오 목표가 7만원 하향…분할 시너지 우려""",https://news.google.com/rss/articles/CBMiXEFVX3lxTFBhdjc0dVJxemxOXzJiR0JybXFoMjRFQUwwZE8yQjB6cUlDazVkZU9JQUZ2Z1Y2Z3FCS3lIMzdKU2tJaWptV2pUY0JLbk9JUVhIeE5CWnhEY3ZMc0JB?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,'AI' 간판 달고 쪼갠 카카오…시총 1.2조 증발에 커지는 불신,https://news.google.com/rss/articles/CBMibkFVX3lxTFBNdFIyODNCYXBmaXdZcWxkV0lPdTBiVWEyV19TVUFoUXNkSDdtY1U0eGRjeFNrRjM2bERmTG9hUEpJekxjcUJnQ0Z2SzNYVFZyZUdleUZxMVBvZnBlUEU5Q3lsajU1eUw5QXpUTUVn?oc=5,알파경제,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,'여기서 더 떨어진다고?'…카카오 인적분할에 목표가 줄하향·주가 급락,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5URlhKT3g1M2RGM0w0S3FWb0ZWUGdBRWFFVlFHUGhVMHVZclhpQzRmX1h3YUw3ZjdzN1pIRDlJck1CaXNlMGhWeDQ0Z3M4TVpjbEFqYk9sZm52ZDA?oc=5,경기일보,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"삼성증권 ""카카오, 인적분할로 지주사 할인율 부각…목표가 18% 하향""",https://news.google.com/rss/articles/CBMiW0FVX3lxTE9BVW1nUEdLWFhsWEpNcjVhck12M3doRjJDaWIwekNmMXJTT3kzRDRRYjdDN3drTHFxR3l5S3pReTdaWDc5enJTUm9XTkdTSTJVVkdkZTQ5UWt0eGvSAWBBVV95cUxPTEt4bllJeWZudDNlT2ZEdDZrUlQtUG95bWZhS3RkQ3Z0dm5OV3BoY1NkclJsN3dCMF9UMGNCbk45UEV5cWtZMVF6dXNwRnFZSWFEMzk0dXprT1NISmlPTDY?oc=5,뉴스1,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"""인적분할 한계""…증권가, 카카오 목표주가 줄하향",https://news.google.com/rss/articles/CBMicEFVX3lxTE92T2hKS2xjaXF0R29sSFozSnRUQzRHUXZOM0p3QktoVTNsTkQ4OUxXM1dGbnppVGhzb3RaRXZWdV9aSzlweXloeklmUE13aHp6UTQ5cWVna21RZVpXUElWZGFUQXVBZWIwbmF0RXo5cmTSAXRBVV95cUxOS25yMXgyUGp2ZkNjTWdxYjlKeEx3bVVMTDFtd1JhLTJ0NHlLalNkREE1VnBxTVgwSWVpOUY2ZGhPX3ZXVktwZTBuLU9xRjdBWTNDR0J1eU1IZ0hJZ1B1T3JkTFVJQnp1cmwyWGNrbWJFR2hJLQ?oc=5,연합인포맥스,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"[리포트 브리핑]카카오, 'X/AI로 나뉘는 카카오, 우선은 지켜보자' 목표가 50,000원 - 하나증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5WWTNBWWgyU1c1RjZrZ19Ta1pwaWcxU05zVC1wOWQzbzRmTGR6dGVHeU9EdUJnMXVuZk9oNERPZlF4ZDg2c2lMd2w5aDFOa0NKSEctVzhZckJ4QS0w?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"[리포트 브리핑]카카오, '인적분할의 긍정적인 측면과 한계점' 목표가 58,000원 - 유진투자증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE5kalVEaXpSNzhvTEJhYnU3NVloS09XekxYS1ZmZXk0TG9GQTJUbW51ZVd3MDlTR0Q0bzBXYXgyY0tlaWVaNWd0VVNILXYyTm5GWm03dkhFRHRJRi1m?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"[리포트 브리핑]카카오, '가만히 있는 것보다 낫다. 풀어야 할 숙제도 많다.' 목표가 57,000원 - DB증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTE9sOV8ydEx1dUxsMVVScHE2MmlmY056NHhFLUYyV2FsSmxLeHVxRHFDT0V4djQ3d0J5SXpDTGdwRThCeW5zVjVod0hJNDlac0Z2dDU5a2xJTlJfWkpn?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
카카오,"[리포트 브리핑]카카오, '인적분할 공시 관련 코멘트' Not Rated - 한화투자증권",https://news.google.com/rss/articles/CBMiXEFVX3lxTFA3VVdScm9TVmdjalhTbTNwb1k1WDQtdU5MTHV0Mlloa1hEQmdMcXdYMGdZSTEySG9CblV1SlUwanBkV3FKS1Q5Q09Jcy03UXJLVTRteng3MldITS1f?oc=5,뉴스핌,COLLECTION_FILTER,,,collection_relevance:pure_stock_market_or_investment_noise,,,,,,,,,
